Key: review/i_id_index/609, Time Difference: 0ms
Key: review/i_id_index/10, Time Difference: 3ms
Key: review/i_id_index/674, Time Difference: 3ms
Key: trust/source_u_id_index/84, Time Difference: 3ms
Key: review/a_id_index/918, Time Difference: 3ms
Key: review/i_id_index/780, Time Difference: 3ms
Key: review/u_id_index/1857, Time Difference: 3ms
Key: review/u_id_index/1858, Time Difference: 3ms
Key: review/u_id_index/1859, Time Difference: 3ms
Key: review/u_id_index/1860, Time Difference: 3ms
Key: review/u_id_index/1861, Time Difference: 3ms
Key: review/u_id_index/1862, Time Difference: 3ms
Key: review/u_id_index/1863, Time Difference: 3ms
Key: review/u_id_index/1864, Time Difference: 3ms
Key: review/u_id_index/1865, Time Difference: 3ms
Key: review/u_id_index/1866, Time Difference: 3ms
Key: review/creation_date_index/2021-08-15, Time Difference: 3ms
Key: review/creation_date_index/2021-08-16, Time Difference: 3ms
Key: review/creation_date_index/2021-08-17, Time Difference: 3ms
Key: review/creation_date_index/2021-08-18, Time Difference: 3ms
Key: review/creation_date_index/2021-08-19, Time Difference: 3ms
Key: review/creation_date_index/2021-08-20, Time Difference: 3ms
Key: review/creation_date_index/2021-08-21, Time Difference: 3ms
Key: review/creation_date_index/2021-08-22, Time Difference: 3ms
Key: review/creation_date_index/2021-08-23, Time Difference: 3ms
Key: review/creation_date_index/2021-08-24, Time Difference: 3ms
Key: review/u_id_index/682, Time Difference: 3ms
Key: review/u_id_index/683, Time Difference: 3ms
Key: review/u_id_index/684, Time Difference: 3ms
Key: review/u_id_index/685, Time Difference: 3ms
Key: review/u_id_index/686, Time Difference: 3ms
Key: review/u_id_index/687, Time Difference: 3ms
Key: review/u_id_index/688, Time Difference: 3ms
Key: review/u_id_index/689, Time Difference: 3ms
Key: review/u_id_index/690, Time Difference: 3ms
Key: review/u_id_index/691, Time Difference: 3ms
Key: review/u_id_index/955, Time Difference: 3ms
Key: review/i_id_index/744, Time Difference: 3ms
Key: review/i_id_index/39, Time Difference: 3ms
Key: review/i_id_index/91, Time Difference: 3ms
Key: review/u_id_index/1997, Time Difference: 3ms
Key: review/i_id_index/937, Time Difference: 3ms
Key: review/i_id_index/434, Time Difference: 3ms
Key: trust/source_u_id_index/1047, Time Difference: 3ms
Key: review/i_id_index/406, Time Difference: 3ms
Key: review/u_id_index/215, Time Difference: 3ms
Key: review/u_id_index/410, Time Difference: 3ms
Key: review/i_id_index/565, Time Difference: 3ms
Key: trust/source_u_id_index/1045, Time Difference: 3ms
Key: review/u_id_index/566, Time Difference: 3ms
Key: review/u_id_index/567, Time Difference: 3ms
Key: review/u_id_index/568, Time Difference: 3ms
Key: review/u_id_index/569, Time Difference: 3ms
Key: review/u_id_index/570, Time Difference: 3ms
Key: review/u_id_index/571, Time Difference: 3ms
Key: review/u_id_index/572, Time Difference: 3ms
Key: review/u_id_index/573, Time Difference: 3ms
Key: review/u_id_index/574, Time Difference: 3ms
Key: review/u_id_index/575, Time Difference: 3ms
Key: review/i_id_index/778, Time Difference: 3ms
Key: review/creation_date_index/2020-04-27, Time Difference: 3ms
Key: review/creation_date_index/2020-04-28, Time Difference: 3ms
Key: review/creation_date_index/2020-04-29, Time Difference: 3ms
Key: review/creation_date_index/2020-04-30, Time Difference: 3ms
Key: review/creation_date_index/2020-05-01, Time Difference: 3ms
Key: review/creation_date_index/2020-05-02, Time Difference: 3ms
Key: review/creation_date_index/2020-05-03, Time Difference: 3ms
Key: review/creation_date_index/2020-05-04, Time Difference: 3ms
Key: review/creation_date_index/2020-05-05, Time Difference: 3ms
Key: review/creation_date_index/2020-05-06, Time Difference: 3ms
Key: review/i_id_index/687, Time Difference: 3ms
Key: review/u_id_index/633, Time Difference: 3ms
Key: review/a_id_index/938, Time Difference: 3ms
Key: review/i_id_index/440, Time Difference: 3ms
Key: review/i_id_index/279, Time Difference: 3ms
Key: review/creation_date_index/2021-08-04, Time Difference: 3ms
Key: review/creation_date_index/2021-08-05, Time Difference: 3ms
Key: review/creation_date_index/2021-08-06, Time Difference: 3ms
Key: review/creation_date_index/2021-08-07, Time Difference: 3ms
Key: review/creation_date_index/2021-08-08, Time Difference: 3ms
Key: review/creation_date_index/2021-08-09, Time Difference: 3ms
Key: review/creation_date_index/2021-08-10, Time Difference: 3ms
Key: review/creation_date_index/2021-08-11, Time Difference: 3ms
Key: review/creation_date_index/2021-08-12, Time Difference: 3ms
Key: review/creation_date_index/2021-08-13, Time Difference: 3ms
Key: review/i_id_index/200, Time Difference: 3ms
Key: trust/source_u_id_index/1006, Time Difference: 3ms
Key: review/i_id_index/260, Time Difference: 3ms
Key: review/i_id_index/132, Time Difference: 3ms
Key: review/i_id_index/950, Time Difference: 3ms
Key: review/i_id_index/544, Time Difference: 3ms
Key: review/u_id_index/1856, Time Difference: 3ms
Key: review/creation_date_index/2023-08-20, Time Difference: 3ms
Key: review/creation_date_index/2023-08-21, Time Difference: 3ms
Key: review/creation_date_index/2023-08-22, Time Difference: 3ms
Key: review/creation_date_index/2023-08-23, Time Difference: 3ms
Key: review/creation_date_index/2023-08-24, Time Difference: 3ms
Key: review/creation_date_index/2023-08-25, Time Difference: 3ms
Key: review/creation_date_index/2023-08-26, Time Difference: 3ms
Key: review/creation_date_index/2023-08-27, Time Difference: 3ms
Key: review/creation_date_index/2023-08-28, Time Difference: 3ms
Key: review/creation_date_index/2023-08-29, Time Difference: 3ms
Key: review/a_id_index/864, Time Difference: 3ms
Key: review/i_id_index/576, Time Difference: 3ms
Key: review/i_id_index/292, Time Difference: 3ms
Key: review/i_id_index/55, Time Difference: 3ms
Key: trust/source_u_id_index/808, Time Difference: 3ms
Key: review/i_id_index/432, Time Difference: 3ms
Key: review/i_id_index/524, Time Difference: 3ms
Key: review/u_id_index/35, Time Difference: 3ms
Key: review/u_id_index/438, Time Difference: 3ms
Key: review/u_id_index/439, Time Difference: 3ms
Key: review/u_id_index/440, Time Difference: 3ms
Key: review/u_id_index/441, Time Difference: 3ms
Key: review/u_id_index/442, Time Difference: 3ms
Key: review/u_id_index/443, Time Difference: 3ms
Key: review/u_id_index/444, Time Difference: 3ms
Key: review/u_id_index/445, Time Difference: 3ms
Key: review/u_id_index/446, Time Difference: 3ms
Key: review/u_id_index/447, Time Difference: 3ms
Key: review/u_id_index/152, Time Difference: 3ms
Key: review/i_id_index/790, Time Difference: 3ms
Key: review/u_id_index/1805, Time Difference: 3ms
Key: review/creation_date_index/2021-08-27, Time Difference: 3ms
Key: review/creation_date_index/2021-08-28, Time Difference: 3ms
Key: review/creation_date_index/2021-08-29, Time Difference: 3ms
Key: review/creation_date_index/2021-08-30, Time Difference: 3ms
Key: review/creation_date_index/2021-08-31, Time Difference: 3ms
Key: review/creation_date_index/2021-09-01, Time Difference: 3ms
Key: review/creation_date_index/2021-09-02, Time Difference: 3ms
Key: review/creation_date_index/2021-09-03, Time Difference: 3ms
Key: review/creation_date_index/2021-09-04, Time Difference: 3ms
Key: review/creation_date_index/2021-09-05, Time Difference: 3ms
Key: review/u_id_index/1204, Time Difference: 3ms
Key: review/u_id_index/1205, Time Difference: 3ms
Key: review/u_id_index/1206, Time Difference: 3ms
Key: review/u_id_index/1207, Time Difference: 3ms
Key: review/u_id_index/1208, Time Difference: 3ms
Key: review/u_id_index/1209, Time Difference: 3ms
Key: review/u_id_index/1210, Time Difference: 3ms
Key: review/u_id_index/1211, Time Difference: 3ms
Key: review/u_id_index/1212, Time Difference: 3ms
Key: review/u_id_index/1213, Time Difference: 3ms
Key: review/i_id_index/736, Time Difference: 3ms
Key: review/i_id_index/783, Time Difference: 3ms
Key: review/i_id_index/848, Time Difference: 3ms
Key: trust/source_u_id_index/92, Time Difference: 3ms
Key: review/creation_date_index/2023-08-18, Time Difference: 3ms
Key: review/creation_date_index/2023-08-19, Time Difference: 3ms
Key: review/creation_date_index/2023-08-20, Time Difference: 3ms
Key: review/creation_date_index/2023-08-21, Time Difference: 3ms
Key: review/creation_date_index/2023-08-22, Time Difference: 3ms
Key: review/creation_date_index/2023-08-23, Time Difference: 3ms
Key: review/creation_date_index/2023-08-24, Time Difference: 3ms
Key: review/creation_date_index/2023-08-25, Time Difference: 3ms
Key: review/creation_date_index/2023-08-26, Time Difference: 3ms
Key: review/creation_date_index/2023-08-27, Time Difference: 3ms
Key: review/i_id_index/867, Time Difference: 3ms
Key: review/u_id_index/517, Time Difference: 3ms
Key: review/i_id_index/765, Time Difference: 3ms
Key: review/a_id_index/218, Time Difference: 3ms
Key: review/i_id_index/675, Time Difference: 3ms
Key: review/i_id_index/633, Time Difference: 3ms
Key: trust/source_u_id_index/303, Time Difference: 3ms
Key: review/i_id_index/123, Time Difference: 3ms
Key: review/u_id_index/49, Time Difference: 3ms
Key: review/u_id_index/50, Time Difference: 3ms
Key: review/u_id_index/51, Time Difference: 3ms
Key: review/u_id_index/52, Time Difference: 3ms
Key: review/u_id_index/53, Time Difference: 3ms
Key: review/u_id_index/54, Time Difference: 3ms
Key: review/u_id_index/55, Time Difference: 3ms
Key: review/u_id_index/56, Time Difference: 3ms
Key: review/u_id_index/57, Time Difference: 3ms
Key: review/u_id_index/58, Time Difference: 3ms
Key: review/i_id_index/991, Time Difference: 3ms
Key: review/i_id_index/918, Time Difference: 3ms
Key: review/i_id_index/815, Time Difference: 3ms
Key: trust/source_u_id_index/883, Time Difference: 3ms
Key: review/creation_date_index/2021-08-11, Time Difference: 3ms
Key: review/creation_date_index/2021-08-12, Time Difference: 3ms
Key: review/creation_date_index/2021-08-13, Time Difference: 3ms
Key: review/creation_date_index/2021-08-14, Time Difference: 3ms
Key: review/creation_date_index/2021-08-15, Time Difference: 3ms
Key: review/creation_date_index/2021-08-16, Time Difference: 3ms
Key: review/creation_date_index/2021-08-17, Time Difference: 3ms
Key: review/creation_date_index/2021-08-18, Time Difference: 3ms
Key: review/creation_date_index/2021-08-19, Time Difference: 3ms
Key: review/creation_date_index/2021-08-20, Time Difference: 3ms
Key: review/i_id_index/914, Time Difference: 3ms
Key: review/i_id_index/217, Time Difference: 3ms
Key: review/i_id_index/209, Time Difference: 3ms
Key: review/i_id_index/175, Time Difference: 3ms
Key: review/i_id_index/676, Time Difference: 3ms
Key: review/a_id_index/1228, Time Difference: 3ms
Key: review/i_id_index/485, Time Difference: 3ms
Key: review/creation_date_index/2021-05-20, Time Difference: 3ms
Key: review/creation_date_index/2021-05-21, Time Difference: 3ms
Key: review/creation_date_index/2021-05-22, Time Difference: 3ms
Key: review/creation_date_index/2021-05-23, Time Difference: 3ms
Key: review/creation_date_index/2021-05-24, Time Difference: 3ms
Key: review/creation_date_index/2021-05-25, Time Difference: 3ms
Key: review/creation_date_index/2021-05-26, Time Difference: 3ms
Key: review/creation_date_index/2021-05-27, Time Difference: 3ms
Key: review/creation_date_index/2021-05-28, Time Difference: 3ms
Key: review/creation_date_index/2021-05-29, Time Difference: 3ms
Key: review/creation_date_index/2023-04-14, Time Difference: 3ms
Key: review/creation_date_index/2023-04-15, Time Difference: 3ms
Key: review/creation_date_index/2023-04-16, Time Difference: 3ms
Key: review/creation_date_index/2023-04-17, Time Difference: 3ms
Key: review/creation_date_index/2023-04-18, Time Difference: 3ms
Key: review/creation_date_index/2023-04-19, Time Difference: 3ms
Key: review/creation_date_index/2023-04-20, Time Difference: 3ms
Key: review/creation_date_index/2023-04-21, Time Difference: 3ms
Key: review/creation_date_index/2023-04-22, Time Difference: 3ms
Key: review/creation_date_index/2023-04-23, Time Difference: 3ms
Key: trust/source_u_id_index/778, Time Difference: 3ms
Key: review/i_id_index/367, Time Difference: 3ms
Key: review/i_id_index/328, Time Difference: 3ms
Key: trust/source_u_id_index/427, Time Difference: 3ms
Key: review/u_id_index/396, Time Difference: 3ms
Key: review/creation_date_index/2020-08-09, Time Difference: 3ms
Key: review/creation_date_index/2020-08-10, Time Difference: 3ms
Key: review/creation_date_index/2020-08-11, Time Difference: 3ms
Key: review/creation_date_index/2020-08-12, Time Difference: 3ms
Key: review/creation_date_index/2020-08-13, Time Difference: 3ms
Key: review/creation_date_index/2020-08-14, Time Difference: 3ms
Key: review/creation_date_index/2020-08-15, Time Difference: 3ms
Key: review/creation_date_index/2020-08-16, Time Difference: 3ms
Key: review/creation_date_index/2020-08-17, Time Difference: 3ms
Key: review/creation_date_index/2020-08-18, Time Difference: 3ms
Key: trust/source_u_id_index/214, Time Difference: 3ms
Key: review/i_id_index/13, Time Difference: 3ms
Key: review/i_id_index/146, Time Difference: 3ms
Key: trust/source_u_id_index/866, Time Difference: 3ms
Key: review/i_id_index/514, Time Difference: 3ms
Key: review/i_id_index/978, Time Difference: 3ms
Key: review/i_id_index/596, Time Difference: 3ms
Key: trust/source_u_id_index/730, Time Difference: 3ms
Key: review/u_id_index/690, Time Difference: 3ms
Key: review/u_id_index/1659, Time Difference: 3ms
Key: review/u_id_index/1660, Time Difference: 3ms
Key: review/u_id_index/1661, Time Difference: 3ms
Key: review/u_id_index/1662, Time Difference: 3ms
Key: review/u_id_index/1663, Time Difference: 3ms
Key: review/u_id_index/1664, Time Difference: 3ms
Key: review/u_id_index/1665, Time Difference: 3ms
Key: review/u_id_index/1666, Time Difference: 3ms
Key: review/u_id_index/1667, Time Difference: 3ms
Key: review/u_id_index/1668, Time Difference: 3ms
Key: review/u_id_index/1932, Time Difference: 3ms
Key: review/a_id_index/1213, Time Difference: 3ms
Key: review/i_id_index/784, Time Difference: 3ms
Key: review/i_id_index/429, Time Difference: 3ms
Key: trust/source_u_id_index/889, Time Difference: 3ms
Key: review/i_id_index/923, Time Difference: 3ms
Key: review/a_id_index/996, Time Difference: 3ms
Key: review/i_id_index/126, Time Difference: 3ms
Key: review/i_id_index/774, Time Difference: 3ms
Key: trust/source_u_id_index/601, Time Difference: 3ms
Key: review/u_id_index/387, Time Difference: 3ms
Key: review/u_id_index/1487, Time Difference: 3ms
Key: review/u_id_index/939, Time Difference: 3ms
Key: review/creation_date_index/2021-06-13, Time Difference: 3ms
Key: review/creation_date_index/2021-06-14, Time Difference: 3ms
Key: review/creation_date_index/2021-06-15, Time Difference: 3ms
Key: review/creation_date_index/2021-06-16, Time Difference: 3ms
Key: review/creation_date_index/2021-06-17, Time Difference: 3ms
Key: review/creation_date_index/2021-06-18, Time Difference: 3ms
Key: review/creation_date_index/2021-06-19, Time Difference: 3ms
Key: review/creation_date_index/2021-06-20, Time Difference: 3ms
Key: review/creation_date_index/2021-06-21, Time Difference: 3ms
Key: review/creation_date_index/2021-06-22, Time Difference: 3ms
Key: review/i_id_index/345, Time Difference: 3ms
Key: review/a_id_index/1099, Time Difference: 3ms
Key: review/i_id_index/462, Time Difference: 3ms
Key: review/a_id_index/274, Time Difference: 3ms
Key: review/i_id_index/137, Time Difference: 3ms
Key: review/u_id_index/68, Time Difference: 3ms
Key: review/u_id_index/927, Time Difference: 3ms
Key: review/i_id_index/387, Time Difference: 3ms
Key: trust/source_u_id_index/465, Time Difference: 3ms
Key: trust/source_u_id_index/48, Time Difference: 3ms
Key: review/i_id_index/854, Time Difference: 3ms
Key: review/u_id_index/960, Time Difference: 4ms
Key: review/u_id_index/461, Time Difference: 4ms
Key: review/i_id_index/732, Time Difference: 4ms
Key: review/i_id_index/24, Time Difference: 4ms
Key: review/a_id_index/1024, Time Difference: 4ms
Key: review/i_id_index/258, Time Difference: 4ms
Key: review/i_id_index/573, Time Difference: 4ms
Key: trust/source_u_id_index/1012, Time Difference: 4ms
Key: review/i_id_index/47, Time Difference: 4ms
Key: trust/source_u_id_index/390, Time Difference: 4ms
Key: review/u_id_index/378, Time Difference: 4ms
Key: review/i_id_index/241, Time Difference: 4ms
Key: review/u_id_index/1921, Time Difference: 4ms
Key: review/i_id_index/370, Time Difference: 4ms
Key: review/i_id_index/81, Time Difference: 4ms
Key: review/i_id_index/221, Time Difference: 4ms
Key: review/i_id_index/491, Time Difference: 4ms
Key: trust/source_u_id_index/1065, Time Difference: 4ms
Key: review/u_id_index/797, Time Difference: 4ms
Key: review/i_id_index/405, Time Difference: 4ms
Key: review/u_id_index/797, Time Difference: 4ms
Key: review/u_id_index/798, Time Difference: 4ms
Key: review/u_id_index/799, Time Difference: 4ms
Key: review/u_id_index/800, Time Difference: 4ms
Key: review/u_id_index/801, Time Difference: 4ms
Key: review/u_id_index/802, Time Difference: 4ms
Key: review/u_id_index/803, Time Difference: 4ms
Key: review/u_id_index/804, Time Difference: 4ms
Key: review/u_id_index/425, Time Difference: 4ms
Key: review/i_id_index/881, Time Difference: 4ms
Key: review/i_id_index/175, Time Difference: 4ms
Key: review/u_id_index/805, Time Difference: 4ms
Key: review/u_id_index/806, Time Difference: 4ms
Key: review/i_id_index/235, Time Difference: 4ms
Key: review/i_id_index/728, Time Difference: 4ms
Key: trust/source_u_id_index/719, Time Difference: 4ms
Key: review/u_id_index/1282, Time Difference: 4ms
Key: review/i_id_index/496, Time Difference: 4ms
Key: review/u_id_index/1551, Time Difference: 4ms
Key: review/i_id_index/396, Time Difference: 4ms
Key: review/u_id_index/463, Time Difference: 4ms
Key: review/u_id_index/464, Time Difference: 4ms
Key: review/u_id_index/465, Time Difference: 4ms
Key: review/u_id_index/466, Time Difference: 4ms
Key: review/u_id_index/467, Time Difference: 4ms
Key: review/u_id_index/468, Time Difference: 4ms
Key: review/u_id_index/469, Time Difference: 4ms
Key: review/u_id_index/470, Time Difference: 4ms
Key: review/u_id_index/471, Time Difference: 4ms
Key: review/u_id_index/472, Time Difference: 4ms
Key: review/i_id_index/933, Time Difference: 4ms
Key: review/i_id_index/789, Time Difference: 4ms
Key: review/creation_date_index/2022-05-07, Time Difference: 4ms
Key: review/creation_date_index/2022-05-08, Time Difference: 4ms
Key: review/creation_date_index/2022-05-09, Time Difference: 4ms
Key: review/creation_date_index/2022-05-10, Time Difference: 4ms
Key: review/creation_date_index/2022-05-11, Time Difference: 4ms
Key: review/creation_date_index/2022-05-12, Time Difference: 4ms
Key: review/creation_date_index/2022-05-13, Time Difference: 4ms
Key: review/creation_date_index/2022-05-14, Time Difference: 4ms
Key: review/creation_date_index/2022-05-15, Time Difference: 4ms
Key: review/creation_date_index/2022-05-16, Time Difference: 4ms
Key: review/u_id_index/1070, Time Difference: 4ms
Key: review/u_id_index/1071, Time Difference: 4ms
Key: review/u_id_index/1072, Time Difference: 4ms
Key: review/u_id_index/1073, Time Difference: 4ms
Key: review/u_id_index/1074, Time Difference: 4ms
Key: review/u_id_index/1075, Time Difference: 4ms
Key: review/u_id_index/1076, Time Difference: 4ms
Key: review/u_id_index/1077, Time Difference: 4ms
Key: review/u_id_index/1078, Time Difference: 4ms
Key: review/u_id_index/1079, Time Difference: 4ms
Key: review/i_id_index/99, Time Difference: 4ms
Key: review/u_id_index/384, Time Difference: 4ms
Key: review/u_id_index/385, Time Difference: 4ms
Key: review/u_id_index/386, Time Difference: 4ms
Key: review/u_id_index/387, Time Difference: 4ms
Key: review/u_id_index/388, Time Difference: 4ms
Key: review/u_id_index/389, Time Difference: 4ms
Key: review/u_id_index/390, Time Difference: 4ms
Key: review/u_id_index/391, Time Difference: 4ms
Key: review/u_id_index/392, Time Difference: 4ms
Key: review/u_id_index/393, Time Difference: 4ms
Key: review/i_id_index/406, Time Difference: 4ms
Key: review/i_id_index/574, Time Difference: 4ms
Key: review/u_id_index/1630, Time Difference: 4ms
Key: review/u_id_index/1631, Time Difference: 4ms
Key: review/u_id_index/1632, Time Difference: 4ms
Key: review/u_id_index/1633, Time Difference: 4ms
Key: review/u_id_index/1634, Time Difference: 4ms
Key: review/u_id_index/1635, Time Difference: 4ms
Key: review/u_id_index/1636, Time Difference: 4ms
Key: review/u_id_index/1637, Time Difference: 4ms
Key: review/u_id_index/1638, Time Difference: 4ms
Key: review/u_id_index/1639, Time Difference: 4ms
Key: review/creation_date_index/2022-11-02, Time Difference: 4ms
Key: review/creation_date_index/2022-11-03, Time Difference: 4ms
Key: review/creation_date_index/2022-11-04, Time Difference: 4ms
Key: review/creation_date_index/2022-11-05, Time Difference: 3ms
Key: review/creation_date_index/2022-11-06, Time Difference: 3ms
Key: review/creation_date_index/2022-11-07, Time Difference: 3ms
Key: review/creation_date_index/2022-11-08, Time Difference: 3ms
Key: review/creation_date_index/2022-11-09, Time Difference: 3ms
Key: review/creation_date_index/2022-11-10, Time Difference: 3ms
Key: review/creation_date_index/2022-11-11, Time Difference: 3ms
Key: review/a_id_index/953, Time Difference: 3ms
Key: review/i_id_index/90, Time Difference: 3ms
Key: review/u_id_index/948, Time Difference: 3ms
Key: review/u_id_index/949, Time Difference: 3ms
Key: review/u_id_index/950, Time Difference: 3ms
Key: review/u_id_index/951, Time Difference: 3ms
Key: review/u_id_index/952, Time Difference: 3ms
Key: review/u_id_index/953, Time Difference: 3ms
Key: review/u_id_index/954, Time Difference: 3ms
Key: review/u_id_index/955, Time Difference: 3ms
Key: review/u_id_index/956, Time Difference: 3ms
Key: review/u_id_index/957, Time Difference: 3ms
Key: review/i_id_index/334, Time Difference: 3ms
Key: trust/source_u_id_index/968, Time Difference: 3ms
Key: review/i_id_index/360, Time Difference: 3ms
Key: review/i_id_index/834, Time Difference: 3ms
Key: trust/source_u_id_index/824, Time Difference: 3ms
Key: review/i_id_index/437, Time Difference: 3ms
Key: review/i_id_index/205, Time Difference: 3ms
Key: review/creation_date_index/2021-09-24, Time Difference: 3ms
Key: review/creation_date_index/2021-09-25, Time Difference: 3ms
Key: review/creation_date_index/2021-09-26, Time Difference: 3ms
Key: review/creation_date_index/2021-09-27, Time Difference: 3ms
Key: review/creation_date_index/2021-09-28, Time Difference: 3ms
Key: review/creation_date_index/2021-09-29, Time Difference: 3ms
Key: review/creation_date_index/2021-09-30, Time Difference: 3ms
Key: review/creation_date_index/2021-10-01, Time Difference: 3ms
Key: review/creation_date_index/2021-10-02, Time Difference: 3ms
Key: review/creation_date_index/2021-10-03, Time Difference: 3ms
Key: review/u_id_index/1520, Time Difference: 3ms
Key: review/u_id_index/542, Time Difference: 3ms
Key: review/u_id_index/543, Time Difference: 3ms
Key: review/u_id_index/544, Time Difference: 3ms
Key: review/u_id_index/545, Time Difference: 3ms
Key: review/u_id_index/546, Time Difference: 3ms
Key: review/u_id_index/547, Time Difference: 3ms
Key: review/u_id_index/548, Time Difference: 3ms
Key: review/u_id_index/549, Time Difference: 3ms
Key: review/u_id_index/550, Time Difference: 3ms
Key: review/u_id_index/551, Time Difference: 3ms
Key: review/u_id_index/688, Time Difference: 3ms
Key: review/i_id_index/544, Time Difference: 3ms
Key: trust/source_u_id_index/695, Time Difference: 3ms
Key: review/a_id_index/645, Time Difference: 3ms
Key: review/i_id_index/278, Time Difference: 3ms
Key: review/u_id_index/212, Time Difference: 3ms
Key: review/i_id_index/857, Time Difference: 3ms
Key: trust/source_u_id_index/99, Time Difference: 3ms
Key: review/i_id_index/780, Time Difference: 3ms
Key: review/u_id_index/1960, Time Difference: 3ms
Key: review/u_id_index/1961, Time Difference: 3ms
Key: review/u_id_index/1962, Time Difference: 3ms
Key: review/u_id_index/1963, Time Difference: 3ms
Key: review/u_id_index/1964, Time Difference: 3ms
Key: review/u_id_index/1965, Time Difference: 3ms
Key: review/u_id_index/1966, Time Difference: 3ms
Key: review/u_id_index/1967, Time Difference: 3ms
Key: review/u_id_index/1968, Time Difference: 3ms
Key: review/u_id_index/1969, Time Difference: 3ms
Key: review/i_id_index/206, Time Difference: 3ms
Key: review/i_id_index/318, Time Difference: 3ms
Key: trust/source_u_id_index/503, Time Difference: 3ms
Key: review/i_id_index/977, Time Difference: 3ms
Key: trust/source_u_id_index/404, Time Difference: 3ms
Key: review/u_id_index/1550, Time Difference: 3ms
Key: review/i_id_index/311, Time Difference: 3ms
Key: trust/source_u_id_index/16, Time Difference: 3ms
Key: review/a_id_index/1269, Time Difference: 3ms
Key: review/i_id_index/610, Time Difference: 3ms
Key: review/i_id_index/228, Time Difference: 3ms
Key: review/i_id_index/818, Time Difference: 3ms
Key: review/u_id_index/1494, Time Difference: 3ms
Key: review/i_id_index/121, Time Difference: 3ms
Key: review/creation_date_index/2020-01-25, Time Difference: 3ms
Key: review/creation_date_index/2020-01-26, Time Difference: 3ms
Key: review/creation_date_index/2020-01-27, Time Difference: 3ms
Key: review/creation_date_index/2020-01-28, Time Difference: 3ms
Key: review/creation_date_index/2020-01-29, Time Difference: 3ms
Key: review/creation_date_index/2020-01-30, Time Difference: 3ms
Key: review/creation_date_index/2020-01-31, Time Difference: 3ms
Key: review/creation_date_index/2020-02-01, Time Difference: 3ms
Key: review/creation_date_index/2020-02-02, Time Difference: 3ms
Key: review/creation_date_index/2020-02-03, Time Difference: 3ms
Key: review/i_id_index/235, Time Difference: 3ms
Key: trust/source_u_id_index/956, Time Difference: 3ms
Key: review/u_id_index/1402, Time Difference: 3ms
Key: review/u_id_index/1072, Time Difference: 3ms
Key: review/i_id_index/742, Time Difference: 3ms
Key: review/i_id_index/696, Time Difference: 3ms
Key: review/i_id_index/185, Time Difference: 3ms
Key: review/u_id_index/942, Time Difference: 3ms
Key: review/i_id_index/104, Time Difference: 3ms
Key: trust/source_u_id_index/509, Time Difference: 3ms
Key: review/a_id_index/285, Time Difference: 3ms
Key: review/i_id_index/166, Time Difference: 3ms
Key: review/i_id_index/210, Time Difference: 3ms
Key: trust/source_u_id_index/729, Time Difference: 3ms
Key: review/a_id_index/1081, Time Difference: 3ms
Key: review/i_id_index/657, Time Difference: 3ms
Key: review/u_id_index/268, Time Difference: 3ms
Key: review/u_id_index/269, Time Difference: 3ms
Key: review/u_id_index/270, Time Difference: 3ms
Key: review/u_id_index/271, Time Difference: 3ms
Key: review/u_id_index/272, Time Difference: 3ms
Key: review/u_id_index/273, Time Difference: 3ms
Key: review/u_id_index/274, Time Difference: 3ms
Key: review/u_id_index/275, Time Difference: 3ms
Key: review/u_id_index/276, Time Difference: 3ms
Key: review/u_id_index/277, Time Difference: 3ms
Key: review/u_id_index/1832, Time Difference: 3ms
Key: review/i_id_index/893, Time Difference: 3ms
Key: review/u_id_index/1410, Time Difference: 3ms
Key: review/u_id_index/1862, Time Difference: 3ms
Key: review/u_id_index/1684, Time Difference: 3ms
Key: review/a_id_index/282, Time Difference: 3ms
Key: review/i_id_index/109, Time Difference: 3ms
Key: review/i_id_index/359, Time Difference: 3ms
Key: review/u_id_index/1883, Time Difference: 3ms
Key: review/i_id_index/423, Time Difference: 3ms
Key: review/i_id_index/988, Time Difference: 3ms
Key: review/creation_date_index/2023-01-15, Time Difference: 3ms
Key: review/creation_date_index/2023-01-16, Time Difference: 3ms
Key: review/creation_date_index/2023-01-17, Time Difference: 3ms
Key: review/creation_date_index/2023-01-18, Time Difference: 3ms
Key: review/creation_date_index/2023-01-19, Time Difference: 3ms
Key: review/creation_date_index/2023-01-20, Time Difference: 3ms
Key: review/creation_date_index/2023-01-21, Time Difference: 3ms
Key: review/creation_date_index/2023-01-22, Time Difference: 3ms
Key: review/creation_date_index/2023-01-23, Time Difference: 3ms
Key: review/creation_date_index/2023-01-24, Time Difference: 3ms
Key: review/u_id_index/1178, Time Difference: 3ms
Key: review/i_id_index/106, Time Difference: 3ms
Key: review/i_id_index/619, Time Difference: 3ms
Key: review/i_id_index/181, Time Difference: 3ms
Key: review/i_id_index/52, Time Difference: 3ms
Key: review/i_id_index/486, Time Difference: 3ms
Key: review/u_id_index/668, Time Difference: 3ms
Key: review/i_id_index/794, Time Difference: 3ms
Key: review/i_id_index/723, Time Difference: 3ms
Key: review/u_id_index/867, Time Difference: 3ms
Key: review/i_id_index/660, Time Difference: 3ms
Key: review/u_id_index/1839, Time Difference: 3ms
Key: review/i_id_index/178, Time Difference: 3ms
Key: review/i_id_index/349, Time Difference: 3ms
Key: trust/source_u_id_index/728, Time Difference: 3ms
Key: review/i_id_index/245, Time Difference: 3ms
